"","lon","lat","Dataset","Loc_ID","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ELONG","ISL_LS","ISL_ST","ISL_DIS","HABITAT","REALM","REALM_PK","DAT_TYPE","Source"
"913",9.925,2.315,"Sullivan_tropics","CAM-02",0.01,75,421,10,21230,8722.4169921875,25,25.8,76,299,58,48,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"914",9.905,2.415,"Sullivan_tropics","CAM-03",0.01,74,405,10,19486,8342.25,25.2,26,76,299,58,33,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"915",-2.045,4.845,"Sullivan_tropics","CAP-09",0.01,82,490,10,22091,8781.75,25.6,26.7,69,157,67,107,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"916",-2.045,4.795,"Sullivan_tropics","CAP-10",0.01,103,433,10,22614,9123.6669921875,25.7,26.7,69,153,71,73,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"917",13.055,-0.145,"Sullivan_tropics","CEB-03",0.01,27,458,10,22262,18604.666015625,23.9,24.8,76,68,59,107,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"918",-61.155,-14.335,"Sullivan_tropics","CHO-02",0.01,122,544,10,26678,14338.6669921875,24.1,25.1,70,63,69,23,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"919",-8.175,6.195,"Sullivan_tropics","CVL-01",0.01,96,479,10,20972,9747.0830078125,26.4,27.6,72,132,57,44,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"920",117.795,4.975,"Sullivan_tropics","DAN-01",0.01,107,370,10,27483,11445.5830078125,26.2,26.6,87,513,15,113,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"921",117.795,4.965,"Sullivan_tropics","DAN-02",0.01,100,439,10,27701,11638.75,25.4,25.7,89,516,13,120,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"922",117.775,4.955,"Sullivan_tropics","DAN-03",0.01,128,463,10,25777,10637.6669921875,24.4,24.7,89,517,12,126,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"923",12.725,3.335,"Sullivan_tropics","DJK-01",0.01,30,306,10,24235,11077.25,23.6,24.3,82,110,57,43,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"924",12.725,3.355,"Sullivan_tropics","DJK-03",0.01,33,347,10,23468,10696.3330078125,23.7,24.4,82,108,58,26,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"925",12.735,3.355,"Sullivan_tropics","DJK-04",0.01,121,473,10,24253,15533.6669921875,23.7,24.4,82,108,58,28,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"926",12.765,3.315,"Sullivan_tropics","DJK-05",0.01,39,372,10,22228,14803.1669921875,23.5,24.2,82,111,57,36,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"927",12.765,3.335,"Sullivan_tropics","DJK-06",0.01,99,430,10,23613,10652.1669921875,23.5,24.3,82,110,57,37,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"928",10.355,-2.365,"Sullivan_tropics","DOU-01",0.01,109,413,10,22958,12860.5,24.7,26.1,68,13,72,89,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"929",-2.385,5.155,"Sullivan_tropics","DRA-04",0.01,89,424,10,23610,14440.6669921875,26,27,73,195,63,41,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"930",-2.445,5.215,"Sullivan_tropics","DRA-05",0.01,89,421,10,22515,13896.8330078125,26.1,27.1,73,195,63,48,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"931",16.195,2.895,"Sullivan_tropics","DZS-03",0.01,62,316,10,12506,3726.5,25.1,25.8,78,138,43,47,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"932",28.515,1.555,"Sullivan_tropics","EDO-01",0.01,73,478,10,27637,13897.8330078125,24.2,24.9,83,234,30,34,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"933",8.995,5.755,"Sullivan_tropics","EJA-04",0.01,72,545,10,19898,8693.9169921875,26.4,27.5,73,102,67,29,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"934",13.105,0.375,"Sullivan_tropics","EKO-01",0.01,77,428,10,23594,10026.75,23.7,24.6,75,91,59,52,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"935",-77.515,5.575,"Sullivan_tropics","ELM-01",0.01,125,272,10,2226,12795.75,26.1,26.4,89,923,26,0,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"936",-2.395,5.555,"Sullivan_tropics","FUR-07",0.01,95,567,10,22543,8781.0830078125,26.4,27.5,74,178,52,56,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"937",-7.625,5.385,"Sullivan_tropics","GBO-01",0.01,54,345,10,19925,9404.5,25.9,27.1,75,284,40,35,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"938",-7.625,5.395,"Sullivan_tropics","GBO-02",0.01,53,404,10,20516,9371.9169921875,25.9,27.1,75,281,40,39,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"939",-7.615,5.395,"Sullivan_tropics","GBO-04",0.01,57,344,10,20061,9226.75,25.9,27.1,75,279,40,41,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"940",-7.605,5.385,"Sullivan_tropics","GBO-08",0.01,58,350,10,19557,9065.25,25.8,27,75,278,40,36,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"941",-7.585,5.395,"Sullivan_tropics","GBO-10",0.01,61,313,10,19376,9177.75,25.8,27,75,273,41,34,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"942",-7.585,5.385,"Sullivan_tropics","GBO-11",0.01,52,414,10,19283,9228.3330078125,25.9,27,75,274,40,37,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"943",-7.625,5.415,"Sullivan_tropics","GBO-13",0.01,70,282,10,19496,13749.75,25.9,27.1,75,277,41,31,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"944",-7.625,5.415,"Sullivan_tropics","GBO-14",0.01,69,427,10,19405,8885.8330078125,25.9,27.1,75,275,41,34,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"945",-7.615,5.415,"Sullivan_tropics","GBO-15",0.01,67,394,10,19776,9475.9169921875,25.9,27.1,75,272,41,30,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"946",-7.605,5.415,"Sullivan_tropics","GBO-18",0.01,63,340,10,20484,9455.6669921875,25.9,27.1,75,268,41,32,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"947",114.795,4.015,"Sullivan_tropics","GMU-01",0.01,181,570,10,26585,12833.6669921875,27,27.3,91,805,15,111,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"948",114.855,4.055,"Sullivan_tropics","GMU-02",0.01,183,714,10,24681,12072,25.6,25.9,92,751,14,250,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"949",114.885,4.155,"Sullivan_tropics","GMU-03",0.01,112,696,10,25752,12729,26.6,26.9,92,782,15,76,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"950",114.885,4.135,"Sullivan_tropics","GMU-04",0.01,69,536,10,23916,11613.5830078125,25.1,25.3,93,713,14,794,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"951",10.975,0.635,"Sullivan_tropics","HAB-02",0.01,71,441,10,20477,12655.1669921875,23.9,24.8,76,58,65,114,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"952",10.905,0.695,"Sullivan_tropics","HAB-03",0.01,105,363,10,21349,8332.0830078125,23.7,24.6,75,61,65,65,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"953",11.005,0.635,"Sullivan_tropics","HAB-04",0.01,84,446,10,21711,13432.25,23.7,24.6,76,58,65,68,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"954",11.145,0.535,"Sullivan_tropics","HAB-06",0.01,84,279,10,20304,13303.1669921875,23.5,24.3,77,55,66,106,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"955",10.885,0.735,"Sullivan_tropics","HAB-07",0.01,109,445,10,21427,13333.1669921875,23.6,24.5,76,64,64,78,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"956",-60.815,-13.905,"Sullivan_tropics","HCC-11",0.01,141,582,10,26082,14109.1669921875,22.5,23.4,71,64,68,35,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"957",-60.745,-14.525,"Sullivan_tropics","HCC-21",0.01,88,529,10,17281,10916.6669921875,21.4,22.5,70,66,67,76,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"958",-60.725,-14.525,"Sullivan_tropics","HCC-22",0.01,108,645,10,17856,11855.25,21.3,22.3,71,65,67,55,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"959",-60.745,-14.555,"Sullivan_tropics","HCC-23",0.01,122,712,10,16487,9765.1669921875,21.1,22.2,71,65,67,69,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"960",-61.245,7.615,"Sullivan_tropics","IMA-03",0.01,69,689,10,28392,12373.3330078125,25.9,26.6,81,210,39,31,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"961",-0.925,6.155,"Sullivan_tropics","KDE-01",0.01,83,529,10,22948,14357.75,25.8,26.9,73,156,46,49,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"962",116.545,6.075,"Sullivan_tropics","KIS-07",0.01,146,462,10,3811,16543.583984375,6.7,8,70,378,22,320,1,"island","mainland","mainland","Montane Grasslands and Shrublands","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"963",17.905,1.225,"Sullivan_tropics","KOL-04",0.01,12,297,10,26049,13975.4169921875,25.2,26,84,246,30,20,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"964",114.015,4.195,"Sullivan_tropics","LAM-03 (incl. LAM-05)",0.01,253,635,10,26827,13314.25,26.5,26.9,89,545,24,123,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"965",114.015,4.175,"Sullivan_tropics","LAM-07",0.01,192,469,10,27562,13698.5,26.7,27.2,88,546,25,159,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"966",28.645,1.315,"Sullivan_tropics","LEN-01",0.01,95,426,10,27936,13863.1669921875,24.2,24.7,85,234,29,42,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"967",28.645,1.305,"Sullivan_tropics","LEN-02",0.01,77,404,10,27959,14054.5,24.2,24.7,85,235,29,46,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"968",-60.385,-14.805,"Sullivan_tropics","LGB-01",0.01,89,656,10,14007,7641.66650390625,21.1,22.2,71,66,66,36,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"969",13.225,-1.895,"Sullivan_tropics","LKM-01",0.01,67,490,10,27005,15765.3330078125,24,24.9,75,41,60,75,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"970",13.215,-1.905,"Sullivan_tropics","LKM-02",0.01,55,550,10,26141,10774.6669921875,23.6,24.6,74,42,60,99,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"971",13.765,-1.595,"Sullivan_tropics","LKM-05",0.01,88,462,10,25994,15497,24.3,25,76,54,56,129,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"972",13.735,-1.405,"Sullivan_tropics","LKM-06",0.01,66,467,10,26299,10838.5830078125,24.3,25.1,77,58,55,58,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"973",13.725,-1.315,"Sullivan_tropics","LKM-07",0.01,75,454,10,24393,15090.5830078125,24.3,25.1,76,60,55,77,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"974",16.555,-2.455,"Sullivan_tropics","MAL-01",0.01,41,447,10,28223,14120.5830078125,25,25.6,82,103,46,48,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"975",16.555,-2.465,"Sullivan_tropics","MAL-02",0.01,37,476,10,28010,13972.5,25,25.6,81,103,46,48,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"976",16.555,-2.465,"Sullivan_tropics","MAL-03",0.01,38,318,10,27922,13939.0830078125,25,25.6,82,104,46,55,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"977",16.495,-2.545,"Sullivan_tropics","MAL-05",0.01,46,349,10,27893,13933.4169921875,24.9,25.5,81,96,47,55,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"978",16.475,-2.565,"Sullivan_tropics","MAL-06",0.01,50,350,10,27849,13997.8330078125,24.8,25.4,81,94,47,47,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"979",16.465,-2.545,"Sullivan_tropics","MAL-07",0.01,41,181,10,27715,13537.1669921875,24.8,25.4,81,94,47,41,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"980",16.465,-2.525,"Sullivan_tropics","MAL-08",0.01,39,386,10,27732,14009.1669921875,24.8,25.4,81,97,47,38,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"981",16.475,-2.605,"Sullivan_tropics","MAL-10",0.01,63,477,10,28013,14070,24.9,25.5,81,91,48,63,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"982",16.465,-2.605,"Sullivan_tropics","MAL-11",0.01,44,385,10,27772,13970.5,24.7,25.3,81,92,48,48,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"983",16.475,-2.605,"Sullivan_tropics","MAL-12",0.01,47,318,10,27634,13901.1669921875,24.8,25.4,81,92,48,62,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"984",16.375,-2.525,"Sullivan_tropics","MAL-13",0.01,37,293,10,27528,13849.0830078125,24.6,25.2,82,94,48,54,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"985",16.405,-2.525,"Sullivan_tropics","MAL-14",0.01,39,308,10,28049,14325.0830078125,24.5,25.1,81,95,47,50,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"986",16.495,-2.625,"Sullivan_tropics","MAL-15",0.01,54,378,10,27769,13886.5830078125,24.9,25.5,80,91,48,62,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"987",16.485,-2.605,"Sullivan_tropics","MAL-16",0.01,51,458,10,27648,13937.25,24.8,25.4,80,91,48,52,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"988",16.435,-2.475,"Sullivan_tropics","MAL-17",0.01,44,341,10,27836,14059.6669921875,25,25.6,81,97,47,90,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"989",10.415,0.615,"Sullivan_tropics","MDC-01",0.01,105,545,10,18104,7145.25,22.4,23.2,74,65,63,154,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"990",10.425,0.615,"Sullivan_tropics","MDC-03",0.01,121,538,10,17260,7056.66650390625,22.6,23.5,74,64,63,141,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"991",10.285,0.475,"Sullivan_tropics","MDC-04",0.01,104,527,10,18537,12172.0830078125,25.3,26.3,72,46,67,287,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"992",12.835,6.175,"Sullivan_tropics","MDJ-01",0.01,60,611,10,14952,10654.6669921875,23.8,24.9,73,18,75,103,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"993",12.875,5.975,"Sullivan_tropics","MDJ-03",0.01,77,467,10,23861,12022.5,23.9,25,73,22,74,55,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
"994",12.895,6.015,"Sullivan_tropics","MDJ-07",0.01,69,465,10,22995,10940,23.8,24.9,74,21,74,48,1,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Sullivan et al. (2017) Diversity and carbon storage across the tropical forest biome. Scientific Reports 7: 39102."
